"ANAPHYLAXIS","ARTCO2","BP","CATECHOL","CO","CVP","DISCONNECT","ERRCAUTER","ERRLOWOUTPUT","EXPCO2","FIO2","HISTORY","HR","HRBP","HREKG","HRSAT","HYPOVOLEMIA","INSUFFANESTH","INTUBATION","LVEDVOLUME","LVFAILURE","MINVOL","MINVOLSET","PAP","PCWP","PRESS","PULMEMBOLUS","PVSAT","SAO2","SHUNT","STROKEVOLUME","TPR","VENTALV","VENTLUNG","VENTMACH","VENTTUBE"
"FALSE","HIGH","LOW","HIGH","LOW","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","LOW","FALSE","LOW","LOW","NORMAL","LOW","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","HIGH","HIGH","HIGH","LOW","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","TRUE","NORMAL","LOW","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","HIGH","HIGH"
"FALSE","HIGH","NORMAL","HIGH","NORMAL","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","HIGH","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","FALSE","TRUE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","TRUE","LOW","NORMAL","FALSE","HIGH","NORMAL","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","ZERO","ZERO"
"FALSE","LOW","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","HIGH","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","NORMAL","NORMAL","LOW","NORMAL","TRUE","FALSE","FALSE","ZERO","NORMAL","FALSE","LOW","NORMAL","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","NORMAL","LOW","NORMAL","ZERO"
"FALSE","HIGH","LOW","HIGH","LOW","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","LOW","LOW","HIGH","NORMAL","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","HIGH","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","HIGH","NORMAL","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","NORMAL","LOW","HIGH","HIGH"
"FALSE","HIGH","NORMAL","HIGH","NORMAL","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","LOW","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","LOW","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","NORMAL","LOW","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","HIGH","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","NORMAL","FALSE","FALSE","FALSE","HIGH","NORMAL","TRUE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","ONESIDED","HIGH","TRUE","HIGH","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","HIGH","LOW","LOW","LOW","HIGH","NORMAL","LOW"
"FALSE","NORMAL","LOW","HIGH","LOW","HIGH","FALSE","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","LOW","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","LOW","HIGH","NORMAL","NORMAL","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","TRUE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","NORMAL","LOW","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","LOW","FALSE","LOW","LOW","NORMAL","LOW","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","TRUE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","TRUE","TRUE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","NORMAL","ZERO"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","HIGH","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","TRUE","LOW","NORMAL","FALSE","HIGH","NORMAL","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","TRUE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","NORMAL","HIGH","FALSE","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","HIGH","HIGH","NORMAL","HIGH","LOW","FALSE","LOW","LOW","HIGH","LOW","HIGH","LOW","LOW","HIGH","HIGH"
"FALSE","NORMAL","LOW","HIGH","LOW","HIGH","TRUE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","HIGH","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","LOW","HIGH","NORMAL","LOW","NORMAL","ZERO"
"FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","TRUE","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","HIGH","HIGH"
"FALSE","HIGH","HIGH","HIGH","HIGH","LOW","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","NORMAL","LOW","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","NORMAL","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","TRUE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","ONESIDED","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","NORMAL","ZERO","FALSE","LOW","LOW","HIGH","NORMAL","LOW","NORMAL","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","FALSE","FALSE","NORMAL","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","LOW","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","NORMAL","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","NORMAL","LOW","FALSE","TRUE","FALSE","NORMAL","NORMAL","FALSE","NORMAL","LOW","LOW","HIGH","FALSE","FALSE","ESOPHAGEAL","LOW","FALSE","ZERO","NORMAL","NORMAL","LOW","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","LOW","NORMAL","LOW"
"FALSE","NORMAL","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","NORMAL","LOW","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","NORMAL","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","LOW","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","ONESIDED","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","HIGH","NORMAL","NORMAL","NORMAL","ZERO","NORMAL","LOW"
"FALSE","NORMAL","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","LOW","LOW","FALSE","LOW","LOW","HIGH","NORMAL","LOW","NORMAL","LOW","HIGH","HIGH"
"FALSE","NORMAL","LOW","HIGH","LOW","HIGH","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","HIGH","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","LOW","NORMAL","NORMAL","LOW","LOW","ZERO"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","HIGH","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","LOW","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","LOW","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","TRUE","FALSE","NORMAL","NORMAL","FALSE","LOW","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","LOW","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","HIGH","FALSE","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","HIGH","FALSE","HIGH","HIGH","NORMAL","HIGH","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","NORMAL","LOW","HIGH","HIGH"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","TRUE","TRUE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","NORMAL","LOW","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","ZERO"
"FALSE","LOW","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","HIGH","HIGH","NORMAL","NORMAL","HIGH","HIGH","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","HIGH","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","NORMAL","FALSE","LOW","LOW","HIGH","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","LOW","FALSE","FALSE","TRUE","LOW","NORMAL","TRUE","HIGH","NORMAL","HIGH","HIGH","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","NORMAL","LOW","HIGH","FALSE","LOW","LOW","NORMAL","LOW","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","LOW","HIGH","LOW","HIGH","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","HIGH","NORMAL","NORMAL","HIGH","LOW","FALSE","LOW","LOW","NORMAL","LOW","LOW","NORMAL","LOW","HIGH","HIGH"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","NORMAL","FALSE","LOW","LOW","NORMAL","LOW","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","LOW","NORMAL","LOW","HIGH","FALSE","TRUE","FALSE","ZERO","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","TRUE","FALSE","NORMAL","HIGH","FALSE","HIGH","HIGH","NORMAL","HIGH","LOW","FALSE","LOW","LOW","NORMAL","LOW","HIGH","NORMAL","LOW","HIGH","HIGH"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","NORMAL","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","FALSE","LOW","LOW","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","LOW","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","NORMAL","LOW","LOW","ZERO"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","ESOPHAGEAL","HIGH","FALSE","LOW","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","LOW","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","NORMAL","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","NORMAL","LOW","ZERO","FALSE","LOW","LOW","NORMAL","LOW","LOW","ZERO","ZERO","ZERO","ZERO"
